order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD287364,ID0767584876,2019-10-25,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",6330.0,63.92,-37.808085299999995,144.973057,5,6077.42,Spring,False,1.2099,never buy it never buy it. never worked well and the battery kept breaking down,0.0
ORD281379,ID3967630097,2019-10-02,Thompson,"[('iStream', 1), ('Candle Inferno', 1), ('pearTV', 2)]",13200.0,62.17,-37.81858920000001,144.95329719999995,25,9962.17,Spring,False,0.8566,"this phone is terrible. the most fragile screen on earth. the two i ordered all broke, and i have never had an issue with broken screens even with older alcons. also, the windows platform is just awful. for example the instagram support is still in beta and degrades your photos and doesn't support dm's.",0.0
ORD109250,ID4329375111,2019-09-02,Nickolson,"[('pearTV', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('Candle Inferno', 2)]",18155.0,96.28,-37.8172438,144.9677642,0,18251.28,Spring,True,0.2175,five stars very nice phone ancase,1.0
ORD213083,ID3163996208,2019-04-20,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('iStream', 2), ('Thunder line', 2)]",9345.0,80.94,-37.8025528,144.9573808,0,9425.94,Autumn,True,1.4463,best by cost/effectiveness factor least expensive device (at least among non chinese brand) with oled display and gorgeous camera.,1.0
ORD362734,ID0711331816,2019-07-05,Thompson,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,78.13,-37.8075659,144.95792509999995,15,2288.13,Winter,True,1.1112,otherwise great phone. caribbean users....check your 4g/let frequency with this phone. otherwise great phone.,1.0
ORD002216,ID4735688181,2019-11-05,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675.0,79.19,-37.80324279999999,144.9491271,0,4754.19,Spring,False,1.0653,i would recommend this anytime as it's a great product it's,1.0
ORD454361,ID3215192011,2019-03-14,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Lucent 330S', 1)]",12360.0,64.73,-37.807792299999996,144.9505018,10,11188.73,Autumn,False,0.6216,great buy! arrived on time and was as expected great buy! arrived on time and was as expected!,1.0
ORD359940,ID4283908181,2019-01-19,Bakers,"[('Olivia x460', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",11950.0,98.45,-37.8114192,145.0097679,25,9060.95,Summer,True,1.2881,best phone for the money great features and easy to use. seller was great to work with and help set it up with verizon. this was my first smart phone and i am very pleased to have found a seller who cares to help during and after the sale.,1.0
ORD299293,ID0120339062,2019-08-07,Bakers,"[('Lucent 330S', 1), ('iStream', 2)]",1530.0,71.29,-37.79602,145.0010543,0,1601.29,Winter,False,1.6379,excellent. i was able to keep my cheap prepaid verizon plan but upgrade to a smartphone. excellent.,1.0
ORD096509,ID0035285670,2019-02-22,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675.0,97.69,-37.8009706,144.949928,10,4305.19,Summer,True,1.3267,love iassist. love the thunder line but we have trouble with the speakers when using the intercom.,1.0
ORD379015,ID4754200362,2019-02-18,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",12670.0,67.82,-37.814916499999995,144.9272684,15,10837.32,Summer,False,1.7591,support call didn't help me black out screen and volume on side not working for ringtone. worse than the phone i was replacing. wasted $300 and no one gives a crap. nice....,0.0
ORD255955,ID0617564812,2019-03-18,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('Universe Note', 2)]",9780.0,76.61,-37.820732799999995,144.9670634,5,9367.61,Autumn,True,0.3232,gift for my wife best phone i ever had and good price,1.0
ORD376027,ID6167489415,2019-04-25,Thompson,"[('Candle Inferno', 1), ('Universe Note', 2), ('pearTV', 2)]",19950.0,50.17,-37.8107373,144.9560504,0,19999.07,Autumn,False,0.8187,not unlocked! the phone i received was not unlocked! the oem unlock is grayed out.,0.0
ORD155234,ID0356077541,2019-10-09,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",12835.0,72.11,-37.8085692,144.9925145,25,9698.36,Spring,False,0.287,"great cellphone, exactly what i was looking for great cellphone, exactly what i was looking for. seller described as a used - very good, and it was brand new in the original not opened box.",1.0
ORD383561,ID0591219528,2019-05-26,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680.0,66.69,-37.8238015,144.9475135,0,5747.47,Autumn,False,1.2394,great buy i love my new phone the color is great the phone has all these great features i haven't had it long but i love everything about it also i have at&t and it was easy setup i just took my chip and sd card out of my old phone and it worked fine,1.0
ORD200307,ID1479905406,2019-11-06,Nickolson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",23810.0,79.31,-37.820664799999996,144.95666730000005,10,21508.31,Spring,False,1.1561,worked great until about a month later worked great until about a month later. freezed up and keypad does not work. other than that could not beat the price for it!,1.0
ORD342574,ID0579986297,2019-10-07,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('Thunder line', 2), ('Universe Note', 1)]",12560.0,94.48,-37.8126838,144.9473358,0,12654.48,Spring,True,0.0235,"wife is very happy with it wife is very happy with it...all she wanted in a phone was one simple to use for all she does is call and or text on it, so the ""dumb"" phone works for what she wants/needs it for!",1.0
ORD489396,ID0251083833,2019-03-21,Thompson,"[('pearTV', 2), ('Olivia x460', 1), ('Toshika 750', 2), ('iStream', 1)]",22635.0,68.82,-37.7995122,144.93699130000005,10,20440.32,Autumn,False,1.7123,five stars great phone with lots of features,1.0
ORD390188,ID0581776548,2019-12-29,Thompson,"[('Toshika 750', 2), ('pearTV', 1), ('Olivia x460', 1)]",16175.0,87.77,-37.8099611,144.94349309999996,5,15454.02,Summer,True,0.4359,got this at a great price as a second tablet. the battery life is so good that i use when traveling for movie watching. great screen and quick response times.,1.0
ORD454750,ID1964021914,2019-12-31,Nickolson,"[('pearTV', 1), ('Olivia x460', 1), ('iStream', 2), ('Thunder line', 1)]",10015.0,66.73,-37.818243100000004,144.96680609999999,25,7577.98,Summer,False,0.2445,product was clean as new with unused original olivia charger ... product was clean as new with unused original olivia charger and memory card waa also in slot which comes with phone. worth to buy it.,1.0
ORD197595,ID0746912870,2019-01-07,Nickolson,"[('pearTV', 1), ('Lucent 330S', 2)]",8770.0,85.33,-37.825706200000006,144.9848302,10,7978.33,Summer,True,1.5594,"lost money and disappointed. a week of use the screen damage, leading to technical service and was told it was a disposable cel that had no repair. lost money and disappointed.",0.0
ORD076628,ID0307587089,2019-07-01,Nickolson,"[('pearTV', 1), ('Toshika 750', 1), ('Universe Note', 2)]",17530.0,77.5,-37.815267,144.95909,15,14978.0,Winter,True,0.9917,"but it has a better form factor not nearly as feature-filled as the lucent z it replaced, but it has a better form factor, better camera, and most importantly, a better battery life despite my lucent z having a huge heavy 2rd battery mod.",1.0
ORD372378,ID0054552159,2019-04-28,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 1), ('pearTV', 2)]",16500.0,81.83,-37.8210362,144.98375249999995,25,12456.83,Autumn,True,1.278,"works with a google fi works with google fi as of 06/16/19, not sure about continued support but worked and activated on that day. great phone for the price. wish it was a bit faster but hey...",1.0
ORD338600,ID0103116412,2019-12-05,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('iStream', 2)]",11430.0,74.02,-37.813438899999994,144.9562177,25,8646.52,Summer,False,0.8091,great,1.0
ORD130476,ID0287630681,2019-01-18,Thompson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630.0,95.93,-37.8029223,144.94553100000005,0,4725.93,Summer,True,1.0938,good exclent phone,1.0
ORD185789,ID4716795572,2019-03-13,Thompson,"[('Toshika 750', 1), ('iStream', 2), ('Universe Note', 1), ('Thunder line', 2)]",12430.0,64.74,-37.8190521,144.9525961,5,11871.82,Autumn,True,0.8605,"it works fine.. just not as advertised this is not a pro. it's a normal ipad. meanwhile, it works fine..just not as advertised.",0.0
ORD474366,ID0746912608,2019-04-02,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",2090.0,67.59,-37.8247138,144.9847144,25,1635.09,Autumn,False,1.4972,good phone does everything i want my phone to do. love the near stock android,1.0
ORD045763,ID0579482327,2019-01-05,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('iStream', 2), ('pearTV', 2)]",33280.0,89.9,-37.8165191,144.9503159,0,33371.42,Summer,True,0.5146,very satisfied with the thunder. iassist now controls the lights in my family room and my wife can listen to jimmy buffet by just asking iassist.,1.0
ORD388275,ID4716795361,2019-01-13,Thompson,"[('iAssist Line', 2), ('Universe Note', 1), ('Thunder line', 2)]",12260.0,94.47,-37.8187703,144.9529982,0,12354.47,Summer,True,0.8559,"overall i like the inferno hd8 tablet, hard to beat at that price point. sure the more expensive tablets are faster, brighter, better, but for the money and casual surfing it is just right. good companion to gold membership, wouldn't be half as good without.",1.0
ORD071184,ID0588197122,2019-03-11,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2)]",4880.0,64.57,-37.8121326,144.9739582,5,4699.92,Autumn,True,0.8171,i wanna return my purchase phone will not update voicemail doesnt work and u cant call back from a miss call using att sim u have to dial directly so i guess phone is semi unlock,0.0
ORD042985,ID0595868339,2019-03-09,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('iStream', 1)]",13200.0,78.87,-37.81194110000001,144.9693608,5,12618.87,Autumn,True,0.7409,performance and battery life performance is good and battery life is good too,1.0
ORD351434,ID0746909624,2019-09-24,Bakers,"[('iStream', 1), ('pearTV', 2)]",12770.0,87.95,-37.8227542,145.0140718,10,11580.95,Spring,False,2.1821,good good,1.0
ORD033743,ID1492410173,2019-05-20,Nickolson,"[('Olivia x460', 1), ('iStream', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",23595.0,82.49,-37.8046164,144.96325880000003,0,23677.49,Autumn,True,1.6515,"a really good phone, great value for money nothing to dislike.",1.0
ORD372989,ID0589419785,2019-01-18,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('Candle Inferno', 2)]",13260.0,74.61,-37.8095675,144.9724362,25,10019.61,Summer,False,1.0365,"you'll love this phone i bought this phone as a gift for my wife, she needed a phone to do all her planning. great product",1.0
ORD303464,ID3983269231,2019-09-14,Bakers,"[('Alcon 10', 2), ('Universe Note', 2)]",24800.0,80.74,-37.8212268,144.9885721,0,24880.74,Spring,False,1.3806,"some features didn't work... ... but overall, not a bad phone for the $$",1.0
ORD403643,ID1479905307,2019-08-16,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('Alcon 10', 1)]",12360.0,77.8,-37.8212164,144.9558445,10,11201.8,Winter,True,1.2247,five stars excellent!!! i love my new universe 7!!!!,1.0
ORD309725,ID3208518264,2019-11-29,Nickolson,"[('iStream', 2), ('Olivia x460', 2), ('Lucent 330S', 2)]",5210.0,95.12,-37.80053570000001,144.9724974,5,5044.62,Spring,True,2.0269,known gps issue gps failed after a year. appears to be well known hardware issue.,0.0
ORD198202,ID4716795308,2019-03-12,Thompson,"[('Universe Note', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",11575.0,66.04,-37.8190176,144.95229740000005,25,8747.29,Autumn,False,0.8427,"olivia a157 gophone wonderful basic phone just for texting, sending and receiving phone calls. love this phone! good investment. can see using this phone for several years.",1.0
ORD423265,ID0207093493,2019-01-22,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1), ('iAssist Line', 1)]",5635.0,93.68,-37.8052463,145.0043931,10,5165.18,Summer,True,0.9637,good buy good buy,1.0
ORD328400,ID3218226986,2019-06-20,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2)]",5590.0,75.49,-37.80634660000001,144.94477519999995,10,5106.49,Winter,True,0.7326,"very impressed! the only issue i am having is with the finger print unlocking, other than that it is the best phone on the market!",1.0
ORD215868,ID6167344485,2019-09-07,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1), ('iStream', 1)]",8830.0,101.92,-37.808951799999996,144.9661747,5,8490.42,Spring,True,1.1138,"modern phone i really enjoy this phone due to the size of the screen, the clarity of pictures and interface. only thing i don't like about the phone is the glass screen; just have to make sure a protector is bought. i'm clumsy with phones so it's a must.",1.0
ORD044492,ID0030287405,2019-10-29,Nickolson,"[('iAssist Line', 1), ('pearTV', 2)]",14845.0,82.8,-37.8027411,144.9666603,5,14185.55,Spring,False,1.7830000000000001,"value for money the phone is pretty hood for general use. it is fast in terms of everyday ise. photo quality is ok, it is not bad. touch and feel is good. robust build. at the price point for everyday use the phone is amazing",1.0
ORD305735,ID0635560529,2019-08-28,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675.0,65.09,-37.811938500000004,144.9566809,5,4506.34,Winter,False,0.8493,five stars i love it😍😍,1.0
ORD003002,ID4283908167,2019-09-16,Bakers,"[('Candle Inferno', 2), ('iStream', 1), ('Lucent 330S', 2)]",3470.0,72.66,-37.810638899999994,145.0006749,5,3369.16,Spring,False,0.484,still learning new things about my tablet. very easy to use.. perfect size.,1.0
ORD080360,ID0767584894,2019-03-30,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130.0,80.99,-37.8077001,144.9731247,5,7804.49,Autumn,True,1.2528,great deal! great phone so far! i love everything about the phone.,1.0
ORD195224,ID4353912833,2019-08-23,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 1), ('iStream', 1)]",9530.0,85.3,-37.8244037,145.0129522,5,9138.8,Winter,True,2.2362,was looking for tablet to read books and this is perfect for that.,1.0
ORD475389,ID3213448172,2019-02-09,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('iStream', 1), ('Thunder line', 2)]",14320.0,77.28,-37.808969399999995,144.9617782,25,10817.28,Summer,False,1.271,you get exactly what you expect! no complaints at all and i'm very happy with my purchase!,1.0
ORD438162,ID0595594367,2019-04-17,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",32440.0,65.29,-37.8138576,144.95696730000003,10,29261.29,Autumn,False,0.8804,"gave as gift. the recipient powered down his ipad, and is giving it away.",1.0
ORD368485,ID4028046142,2019-03-17,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 2), ('Toshika 750', 2)]",12620.0,68.32,-37.811881,145.01204769999995,15,10795.32,Autumn,False,1.4937,it works perfect every thing was ok good seller,1.0
ORD421787,ID0634783955,2019-12-07,Thompson,"[('Toshika 750', 2), ('pearTV', 2), ('iAssist Line', 1)]",23485.0,94.36,-37.8133334,144.9375814,0,23579.36,Summer,True,0.8376,doesn't it come with a pen??? where's my pen??? easiest set up and transfer ever. love the phone. just thought it came with the scribble gadget,1.0
ORD086849,ID6231506317,2019-09-11,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980.0,84.8,-37.8242103,144.97018880000005,5,16215.74,Spring,True,0.6276,faulty product within a couple days of using this phone it had battery problems. it would go from 88% to critically low in a matter of minutes. then after a week of use it can't be used unless it's plugged in. total waste of money. i'm hoping the seller will make contact soon. i sent an email outlining the issues.,0.0
ORD459075,ID2469584358,2019-01-23,Bakers,"[('Thunder line', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",22530.0,77.38,-37.7998935,144.9892036,10,20354.38,Summer,False,1.2433,"great phone, great price great phone , great price , been using for a while now and this phone is so damn slow w just a 4g processor, don't waste your money",1.0
ORD431040,ID0244222138,2019-09-30,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500.0,97.25,-37.7990528,144.9727542,15,5622.25,Spring,True,2.1935,"dont buy brought this phone, because it says it can be used internationally. does not work internationally.",0.0
ORD244514,ID5797758263,2019-12-04,Thompson,"[('Toshika 750', 1), ('Thunder line', 2)]",8680.0,91.25,-37.8071968,144.9452116,5,8337.25,Summer,True,0.6311,the digico inferno is great for our 6 year old to play some games.,1.0
ORD160652,ID1449355145,2019-05-29,Nickolson,"[('Lucent 330S', 1), ('iStream', 2), ('Toshika 750', 1)]",5850.0,79.18,-37.81536129999999,144.97644609999998,5,5636.68,Autumn,True,0.7051,five stars like new,1.0
ORD462176,ID6167230986,2019-01-09,Thompson,"[('Universe Note', 1), ('Thunder line', 2)]",7810.0,72.24,-37.8190398,144.9543176,25,5929.74,Summer,False,0.9532,"this is an a+ seller -- great customer service this is an a+ seller -- great customer service, quality of the product was even better than expected. 10/10 would recommend them!",1.0
ORD287186,ID6167266644,2019-06-01,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 2)]",6770.0,65.15,-37.8085511,144.9632138,10,6158.15,Winter,False,1.2493,best choose incredible,1.0
ORD300299,ID3218293521,2019-06-23,Thompson,"[('Olivia x460', 1), ('iStream', 2), ('Alcon 10', 1), ('Thunder line', 1)]",12655.0,64.22,-37.8043,144.9458355,10,11453.72,Winter,True,0.9384,poor details (not unlock) its not unlock. i cant use my sim card. poor details.,0.0
ORD226184,ID2288769504,2019-02-07,Bakers,"[('Universe Note', 2), ('Alcon 10', 2), ('pearTV', 2)]",37420.0,96.04,-37.8017119,145.0043756,15,31903.04,Summer,True,1.2236,great phone. i'm delighted for buying it great phone. i'm delighted for buying it. exceeds all expectations. nothing less than universe s8+ or alcon 7 i had before or in current usage from my work. the price little under 4 hundred makes it a desired & dream deal,1.0
ORD493509,ID2141916025,2019-11-17,Thompson,"[('Thunder line', 1), ('pearTV', 2), ('Olivia x460', 2), ('iStream', 2)]",17550.0,82.92,-37.80240560000001,144.9348884,0,17632.92,Spring,False,1.5665,exceeded my expectations! better than i could have asked for. my girlfriend prefers my (this) phone to her alcon. highly reccomended and surprisingly well priced!,1.0
ORD445517,ID5301568589,2019-07-21,Thompson,"[('iAssist Line', 1), ('Universe Note', 2), ('Olivia x460', 2)]",11575.0,63.21,-37.808164399999995,144.941866,10,10480.71,Winter,False,0.6792,"works great! i purchased this phone for use on the sprint network, once properly activated by sprint customer service it works great!",1.0
ORD104673,ID2400289298,2019-09-27,Bakers,"[('Alcon 10', 1), ('iStream', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",13560.0,103.5,-37.80560139999999,144.9839454,15,11629.5,Spring,True,1.1066,five stars the phone work perfect and the shipping was fast.,1.0
ORD050321,ID6167289321,2019-12-01,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2)]",3310.0,95.96,-37.8081734,144.9686165,0,3405.96,Summer,True,1.163,"there are better tablets, but at this price point the inferno hd 8 is outstanding.",1.0
ORD029206,ID0711334250,2019-01-25,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1), ('pearTV', 2), ('Universe Note', 1)]",18680.0,79.07,-37.806398200000004,144.95906580000005,0,18759.07,Summer,False,1.2654,yep glad the one lasted longer then the one i got from ebay.,1.0
ORD090484,ID0581778684,2019-09-04,Thompson,"[('pearTV', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('iStream', 2)]",28960.0,73.67,-37.808251399999996,144.9411888,5,27585.67,Spring,False,0.7139,very good phone and service good,1.0
ORD366734,ID2013560660,2019-05-17,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('Thunder line', 2)]",19310.0,63.28,-37.8111953,145.00709630000003,10,17442.28,Autumn,False,1.0519,"great for its value it was in good shape, just the back had a scratch on the pear. works great, battery life is good . came with a black charger( not the original) . but overall great for its value.",1.0
ORD363708,ID4754200384,2019-12-12,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",21045.0,83.19,-37.8152655,144.9277894,10,19023.69,Summer,False,1.7198,"great phone great phone , it is just what i wanted , i spend time in florida and the bahamas , i put in the 2 sims cards for each country and it works great. well pleased.",1.0
ORD352862,ID1492145781,2019-07-02,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360.0,64.46,-37.81321989999999,144.95148419999995,15,8020.46,Winter,False,0.39299999999999996,five stars good phone,1.0
ORD408346,ID4157118503,2019-10-03,Bakers,"[('Candle Inferno', 1), ('pearTV', 1), ('Universe Note', 2)]",13640.0,81.62,-37.8256605,144.9979241,0,13721.62,Spring,False,1.7597,"works great. thanks for the great buy this came in practically new condition, had to trim my old sim, which works great. thanks for the great buy.",1.0
ORD403346,ID0307350279,2019-11-18,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",4315.0,105.93,-37.8039689,144.9582379,5,4205.28,Spring,True,1.3798,"the packaging was the give away but i love the phone and need my old phone replaced works as executed but i'm unsure it was new, the packaging was the give away but i love the phone and need my old phone replaced.",1.0
ORD360780,ID2948774551,2019-02-17,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850.0,76.75,-37.8081849,144.9687701,15,13550.06,Summer,False,1.1609,love the phone but the s-pen got jammed a week ... love the phone but the s-pen got jammed a week after i bought it.,1.0
ORD314625,ID0041666069,2019-03-24,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125.0,67.82,-37.80526920000001,144.9338246,10,18180.32,Autumn,True,1.4269,this purchase has been awful i can say i was truely deceived. the phone was described as factory unlocked but i was shocked to discover that the phone is locked even as i write this review. i wrote to digico and they gave me back $25 for each of the phone for me to unlock it in my local. the issue is that i have not been able to do that.,0.0
ORD409665,ID2281655420,2019-02-27,Bakers,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180.0,93.32,-37.802566299999995,144.9931222,15,8746.32,Summer,True,0.8476,great! i love it. i lost my alcon awhile ago & i got this one now to replace it i guess... should’ve thought about buying from digico sooner!,1.0
ORD347117,ID0277366121,2019-12-19,Bakers,"[('Lucent 330S', 1), ('iStream', 2), ('Thunder line', 1)]",3710.0,88.73,-37.802297100000004,145.0136632,25,2871.23,Summer,True,1.8336,not happy!.!.! can’t give a review on phone because when the package came everything was in there but the phone!.!. worst experience i’ve ever had on digico.,0.0
ORD492760,ID5002594945,2019-11-09,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180.0,73.38,-37.81212470000001,144.9523505,0,10253.38,Spring,False,0.4685,another solid olivia! best phone i've had yet. i love it,1.0
ORD153510,ID0710042045,2019-01-07,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('Candle Inferno', 2), ('iAssist Line', 2)]",25390.0,92.61,-37.8115931,144.9381966,0,25482.34,Summer,True,0.7895,five stars very happy with this phone,1.0
ORD409782,ID5002595013,2019-09-06,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",11710.0,73.85,-37.8128436,144.9520799,10,10612.85,Spring,False,0.4411,"good to work with the phone worked good but the charge was not lasting. they replaced it right away, the replacement works great and stays charged.",1.0
ORD417071,ID0709976860,2019-04-18,Thompson,"[('pearTV', 1), ('Candle Inferno', 2), ('Olivia x460', 1), ('iStream', 2)]",8695.0,79.94,-37.814810200000004,144.935247,0,8774.94,Autumn,True,1.0665,"amazing deal at a hair over $200, this is a steal.",1.0
ORD125244,ID4315295089,2019-07-16,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 2)]",12240.0,63.45,-37.8158223,144.9927827,15,10467.45,Winter,False,0.6834,not 100 percent in great condition does crash sometimes,1.0
ORD345042,ID0301544535,2019-03-22,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('iStream', 2), ('Lucent 330S', 1)]",11340.0,66.6,-37.819725299999995,144.9514006,5,10839.6,Autumn,False,0.8726,four stars this phone is pretty cool can't go wrong,1.0
ORD289189,ID0207076230,2019-11-06,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('iStream', 2)]",2390.0,116.33,-37.833683,144.9929974,5,2386.83,Spring,True,2.6441,glad i upgraded my aka,1.0
ORD058216,ID3148722376,2019-10-02,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2)]",5680.0,78.59,-37.8211152,144.9577686,5,5474.59,Spring,False,1.0734,five stars works great,1.0
ORD321914,ID0579477528,2019-02-05,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Olivia x460', 1), ('iStream', 2)]",22875.0,76.22,-37.8205235,144.95389440000002,5,21807.47,Summer,False,1.0602,"trustworthy and great condition i've waited a good while, almost a year to write this review to make sure it was truely a great phone and it has been. everything works perfectly. i love this phone and the camera is great. nothing has messed up whatsoever. very content in my purchase. thank you",1.0
